4.73, 208, 52, 0
79.86, 2515, 66, 96
80.45, 2502, 67, 96
74.99, 2489, 68, 96
82.06, 2502, 69, 96
82.59, 2515, 70, 96
69.51, 2515, 70, 96
82.09, 2463, 71, 96
82.48, 2463, 72, 96
83.68, 2496, 72, 96
82.89, 2470, 73, 96
83.48, 2496, 74, 96
83.31, 2463, 74, 96
76.22, 2431, 78, 96
98.31, 2411, 78, 96
82.45, 2496, 73, 96
