4.28, 208, 44, 0
77.96, 2522, 58, 96
78.70, 2541, 60, 96
78.55, 2489, 61, 96
79.75, 2515, 63, 96
80.30, 2515, 64, 96
71.36, 2502, 65, 96
80.72, 2489, 66, 96
81.21, 2489, 66, 96
81.31, 2489, 67, 96
82.18, 2515, 68, 96
82.42, 2515, 69, 96
82.32, 2509, 70, 96
69.29, 2496, 70, 96
82.46, 2496, 71, 96
82.77, 2496, 71, 96
82.98, 2496, 71, 96
66.07, 2515, 69, 95
